9110 23683
7089 7062 50.38
7090 7089 144.40
7091 7085 124.90
7091 7092 240.19
7092 7650 31.96
7093 7088 267.16
7093 7092 168.82
7094 7096 18.84
7094 7004 2002.19
7094 7095 21.81
7095 7093 82.80
7096 7094 18.84
7096 8359 96.13
7096 8735 151.63
7097 8833 69.23
7097 7107 10.98
7098 7095 38.44
7098 7096 35.99
7099 7086 50.56
7100 7099 42.55
7100 7098 122.34
7101 7102 115.49
7101 7100 21.33
7102 7103 10.35
7102 7366 148.29
7103 7367 11.12
7103 7106 14.12
7104 7099 160.42
7104 7105 112.81
7105 7101 13.08
7105 7100 28.55
7106 7364 10.49
7106 8345 37.83
7107 7097 10.98
7107 659 103.92
7108 1122 74.59
7108 8417 41.91
7109 7110 66.18
7109 8651 142.60
7110 7109 66.18
7110 7109 66.18
7111 7087 514.04
7111 7090 803.22
7112 7113 507.14
7113 7114 479.80
7113 7142 910.41
7114 7154 228.76
7115 7116 55.13
7115 7147 765.99
7116 7117 385.13
7116 7133 309.03
7117 7111 436.73
7118 7119 35.87
7118 7121 38.44
7119 7128 101.53
7120 7118 21.78
7120 7123 58.23
7120 165 232.79
7121 7589 119.11
7121 7119 40.33
7122 7591 25.52
7122 2991 7.74
7123 7164 37.51
7123 9014 42.11
7123 7120 58.23
7124 3532 39.03
7124 379 86.54
7125 7147 20.43
7125 7166 28.94
7125 7126 313.83
7125 3532 127.11
7126 7125 313.83
7126 7135 210.02
7126 7189 842.64
7127 7128 467.78
7127 7142 1086.38
7128 7143 246.85
7129 7130 312.46
7129 7157 225.09
7130 7720 124.53
7131 7261 1063.91
7132 7133 177.20
7132 7124 403.31
7133 7134 287.63
7134 7165 261.41
7135 7004 810.81
7135 7159 297.95
7135 7126 210.02
7136 7138 35.12
7136 7139 397.87
7137 7138 36.28
7137 7136 47.82
7138 7130 63.26
7139 1465 31.10
7139 7140 401.09
7139 7136 397.87
7140 5482 154.02
7140 7139 401.09
7140 7141 357.26
7141 7257 709.50
7141 7140 357.26
7141 6079 359.88
7142 7131 450.28
7143 7144 315.05
7143 7148 78.34
7144 4066 54.66
7144 7161 30.56
7145 7146 14.96
7145 7156 137.32
7145 7161 69.91
7146 7145 14.96
7146 7150 214.65
7146 7615 29.55
7147 7591 31.23
7147 7125 20.43
7147 7166 37.25
7148 7114 354.01
7148 7149 165.42
7149 7150 10.76
7149 7145 215.62
7150 7151 87.93
7150 1703 73.66
7151 47 10.65
7151 7152 81.88
7152 4948 27.20
7152 4097 48.74
7153 7121 35.67
7153 7120 87.14
7154 7895 1115.44
7155 7115 432.47
7155 7629 349.68
7156 7355 62.96
7156 6132 62.29
7157 7117 1001.76
7157 7159 967.45
7158 3060 9.79
7159 7134 90.94
7160 4097 63.19
7161 7145 69.91
7161 7144 30.56
7162 3302 71.76
7163 3302 37.22
7164 7123 37.51
7165 7193 550.45
7165 7201 244.52
7166 7125 28.94
7166 7167 107.72
7166 7147 37.25
7167 5329 170.23
7167 8661 63.98
7167 7166 107.72
7167 6825 104.35
7168 7702 269.19
7168 8545 310.24
7169 6775 92.38
7170 7185 477.22
7171 6874 638.29
7171 8544 294.15
7172 8545 846.50
7172 598 192.50
7173 7705 97.33
7174 7706 301.88
7174 7170 507.57
7175 7703 28.68
7175 7169 43.74
7176 7171 140.73
7177 7178 56.10
7177 7179 44.37
7178 7179 73.23
7178 265 196.14
7179 4943 238.18
7180 7181 34.37
7180 265 75.72
7180 7187 26.22
7181 7182 52.24
7182 7200 686.78
7183 265 60.84
7183 7181 81.82
7183 6778 130.58
7184 7176 312.66
7184 7186 66.81
7185 7199 544.67
7185 7200 313.34
7186 7187 98.91
7186 7182 99.03
7187 5889 106.34
7187 7180 26.22
7188 7189 75.79
7188 60 62.61
7188 7190 27.82
7189 7190 68.40
7189 7126 842.64
7190 7194 85.14
7190 7188 27.82
7191 7184 248.88
7191 7198 300.48
7192 3874 404.48
7192 6770 109.85
7192 7193 117.56
7192 7191 220.37
7193 7194 16.21
7193 7192 117.56
7194 7188 87.56
7194 7193 16.21
7195 7198 599.46
7195 7202 419.90
7196 6778 47.23
7196 7197 234.31
7197 6769 190.63
7197 7192 343.56
7198 7196 59.81
7199 7127 328.15
7200 7203 179.13
7201 7202 697.85
7201 7203 517.92
7202 7176 485.17
7203 6750 208.24
7204 7199 409.27
7204 7195 105.41
7205 7206 13.90
7205 7169 37.75
7206 7207 57.61
7206 7175 26.10
7207 7177 62.99
7208 6773 66.52
7209 7204 208.69
7210 6774 200.39
7210 7211 124.88
7210 6775 65.88
7211 7205 42.59
7212 7168 239.10
7212 8536 310.05
7213 6166 71.35
7213 7214 117.39
7214 597 51.01
7215 599 122.39
7216 3851 150.57
7217 7877 164.25
7218 7215 31.24
7218 7877 41.58
7219 7238 81.93
7219 7231 54.25
7220 8532 455.82
7220 7222 401.26
7221 7225 1499.18
7222 7230 82.56
7223 6291 100.96
7224 7228 328.61
7224 6983 1230.90
7225 7247 125.75
7225 7053 72.44
7226 4498 42.43
7227 7228 217.21
7228 7233 200.79
7229 7232 188.86
7230 7219 104.26
7230 7659 217.52
7231 4492 56.04
7231 7238 67.90
7232 596 77.88
7233 7229 441.77
7233 7244 108.45
7234 7235 27.47
7234 7221 382.07
7235 4954 60.82
7235 98 226.21
7236 7237 62.59
7237 7234 77.46
7238 7655 20.51
7239 600 89.29
7239 7658 31.19
7240 8851 42.47
7240 7227 9.49
7241 8851 60.88
7241 7240 30.11
7242 7243 12.66
7242 8533 95.00
7242 7231 143.59
7243 7242 12.66
7243 8535 37.12
7243 7236 43.17
7244 7237 49.79
7244 7242 90.21
7245 7224 1354.97
7246 821 185.79
7247 7053 63.07
7247 8195 16.40
7248 600 276.64
7248 6634 376.09
7248 8594 138.62
7249 6820 84.32
7249 2993 88.89
7249 6821 54.14
7250 4970 35.02
7251 8289 45.08
7251 4554 35.73
7252 8280 480.08
7252 7253 693.72
7253 7255 447.81
7254 9089 252.99
7254 8640 513.64
7255 7527 272.36
7255 7260 572.03
7256 9086 238.52
7256 5923 237.17
7257 7258 322.34
7257 7259 281.17
7257 7141 709.50
7257 8313 143.74
7258 7266 1174.61
7259 102 330.08
7259 8199 518.89
7259 7257 281.17
7260 7129 2515.93
7261 7257 377.08
7261 7258 687.75
7262 7264 13.07
7262 1227 426.66
7262 1804 198.55
7263 3033 423.35
7263 7264 89.20
7264 7262 13.07
7264 7263 89.20
7265 1263 153.05
7266 7254 500.07
7267 7826 654.87
7267 2411 165.76
7267 8686 729.09
7268 9061 20.08
7268 1553 43.95
7269 8147 564.92
7270 145 565.09
7270 7272 344.72
7271 7273 640.79
7271 8688 696.89
7272 7760 200.05
7272 7275 247.01
7273 6921 157.37
7274 6914 599.65
7274 8684 542.73
7275 372 505.52
7275 7074 428.07
7275 8687 520.87
7275 7272 247.01
7276 8707 59.04
7276 8705 27.34
7276 8711 19.31
7277 8710 312.73
7277 7278 296.63
7278 8712 92.56
7278 7274 902.54
7279 8704 901.91
7279 8701 74.40
7280 8697 45.48
7280 8700 138.72
7281 8701 74.23
7281 7283 2818.86
7283 8714 176.89
7283 7282 556.47
7284 8384 1728.74
7285 151 49.25
7286 4180 190.78
7287 8309 6.83
7287 8310 16.27
7287 2368 24.03
7288 7048 3621.91
7288 2369 20.42
7289 8779 8.33
7289 7290 101.89
7289 4688 150.68
7290 4689 152.13
7291 3369 10.54
7291 7292 103.14
7291 5770 150.88
7292 8779 12.26
7292 6269 150.93
7293 7934 21.91
7293 7713 251.51
7293 7896 25.57
7295 8405 44.14
7295 1060 28.28
7296 9054 93.86
7296 7792 858.71
7297 5551 202.37
7298 5237 197.25
7298 1845 99.20
7298 1846 35.88
7299 7310 815.10
7300 8755 204.75
7300 7299 144.20
7301 7324 155.21
7301 7323 132.73
7302 7304 178.17
7303 7302 431.85
7303 7307 194.04
7304 1336 2444.15
7304 7306 277.75
7305 7300 30.56
7305 7302 199.39
7306 7307 155.21
7306 7308 182.21
7307 7309 24.48
7308 7318 194.74
7308 7324 175.17
7309 7299 148.91
7310 8755 1012.74
7310 4153 34.57
7310 6571 96.46
7311 7327 62.80
7311 7335 27.49
7312 8344 39.30
7312 7335 11.32
7312 1938 346.98
7312 2601 316.25
7313 7314 41.56
7313 7318 48.50
7314 7313 41.56
7314 7315 88.87
7315 7316 67.82
7315 8021 6.00
7315 7321 26.02
7315 7314 88.87
7316 7315 67.82
7316 8021 69.45
7316 892 1220.66
7317 7318 44.48
7317 7303 41.62
7317 7330 16.12
7318 7317 44.48
7318 7313 48.50
7319 7329 168.69
7320 7321 47.58
7321 7315 26.02
7321 7322 111.30
7321 7320 47.58
7322 7321 111.30
7323 7313 38.35
7323 7314 56.69
7324 7319 146.47
7325 7331 44.57
7325 7330 29.92
7325 8320 328.47
7326 3915 474.76
7327 7336 175.95
7327 7317 682.72
7328 7332 397.53
7328 5130 334.26
7329 7328 436.59
7329 7311 463.71
7330 7317 16.12
7330 7325 29.92
7330 7331 54.83
7331 7325 44.57
7331 7332 306.65
7332 7328 397.53
7332 7333 53.21
7332 7331 306.65
7333 8343 351.53
7333 7336 145.61
7333 7332 53.21
7334 8320 59.64
7334 4906 252.36
7334 8321 67.66
7335 7312 11.32
7335 7311 27.49
7336 7335 254.72
7336 7333 145.61
7337 5738 64.75
7337 2534 107.04
7337 723 60.45
7338 5738 20.78
7338 723 29.58
7339 2281 165.69
7339 6373 67.23
7340 1587 64.00
7341 7731 105.62
7341 6781 93.16
7341 6780 81.20
7341 3706 25.35
7342 6315 36.06
7342 6156 41.93
7343 2227 160.23
7343 3135 248.14
7343 5291 437.35
7344 4506 628.95
7345 3105 22.10
7345 3104 83.49
7345 3292 34.81
7346 3430 331.38
7346 2474 35.35
7346 2473 14.44
7347 3540 2.49
7347 465 35.18
7347 7348 71.50
7348 465 51.02
7348 464 41.49
7349 4194 94.87
7349 1718 154.69
7349 6631 20.36
7350 6928 228.06
7351 5747 19.14
7351 6826 172.08
7352 5749 119.15
7352 8790 62.57
7352 8305 41.97
7353 8198 236.93
7353 5750 273.59
7353 1397 183.85
7354 8754 40.30
7354 8754 40.30
7354 8651 275.17
7355 7154 131.63
7356 5931 165.27
7357 6634 214.90
7357 7358 61.60
7357 3073 104.28
7358 7357 61.60
7359 6634 98.41
7360 8637 149.20
7361 5332 206.32
7362 7679 8.35
7362 7363 106.47
7362 8360 164.15
7363 7368 8.51
7363 7364 153.71
7363 8735 115.72
7364 7102 14.38
7364 7100 130.59
7365 663 82.98
7365 7396 52.58
7366 7103 150.14
7366 6231 97.20
7366 728 80.16
7367 7369 14.17
7367 2187 179.44
7368 7363 8.51
7368 7679 106.15
7369 7106 9.15
7369 8345 35.58
7370 1501 51.18
7371 4415 209.39
7372 1505 169.01
7372 1504 27.39
7372 2822 219.33
7373 2917 10.63
7373 2916 68.52
7373 6404 211.97
7374 2724 29.57
7374 2912 332.13
7374 2595 40.99
7375 2731 62.34
7375 348 220.80
7375 7958 32.47
7376 6325 363.81
7377 7466 60.64
7377 266 28.86
7377 349 28.02
7378 8750 30.22
7378 3292 234.15
7378 8749 37.57
7379 1314 204.61
7380 5859 10.35
7380 5585 142.44
7380 3538 67.18
7381 8912 81.21
7382 8518 926.18
7383 8736 366.08
7383 8514 437.12
7385 8579 186.49
7385 8650 70.76
7386 1896 73.26
7386 2554 184.69
7386 204 13.20
7387 1115 187.46
7388 4705 150.93
7389 6584 302.14
7390 7394 26.38
7391 7394 15.53
7392 8439 21.29
7392 7393 36.28
7392 7394 276.82
7393 6025 374.64
7393 7395 59.15
7393 7392 36.28
7394 7391 15.53
7394 7390 26.38
7394 7392 276.82
7395 7393 59.15
7395 268 172.58
7395 8439 38.19
7396 7362 183.10
7396 662 29.78
7397 4163 200.24
7397 7573 45.70
7397 7574 36.96
7398 1205 193.51
7398 7880 136.40
7398 8970 99.10
7399 855 137.78
7400 5730 251.95
7400 7401 240.60
7400 1742 1167.00
7401 7403 139.58
7401 7856 54.06
7401 7400 240.60
7402 7856 105.67
7402 7404 38.43
7402 7403 174.56
7403 7401 139.58
7403 7402 174.56
7403 7898 75.26
7404 7846 32.59
7404 7405 149.15
7404 7402 38.43
7405 7851 202.34
7405 7854 196.53
7405 7404 149.15
7406 1982 75.36
7406 2505 15.97
7406 1149 59.99
7407 2585 25.10
7407 7408 39.00
7407 8489 397.09
7408 5041 89.70
7408 2585 44.88
7408 7407 39.00
7409 5002 68.92
7410 421 136.56
7411 139 63.99
7412 139 25.31
7413 6430 128.67
7414 6223 7.98
7414 3308 49.03
7414 4599 135.68
7415 155 29.45
7415 9074 72.37
7416 8284 351.19
7417 9073 70.72
7418 1276 40.23
7418 1025 146.18
7419 4449 114.86
7419 113 321.42
7419 4284 38.12
7420 2259 74.23
7421 751 59.69
7421 750 13.24
7421 113 290.19
7422 2699 185.84
7423 2697 30.20
7424 6469 15.45
7425 7426 31.40
7426 4086 20.45
7426 7425 31.40
7426 5136 124.01
7427 6397 8.47
7427 6396 37.83
7427 6681 232.52
7428 1631 40.67
7429 1633 48.59
7429 1632 2.45
7429 4412 277.72
7430 4086 68.60
7430 2476 179.65
7430 1634 22.66
7431 2302 176.94
7432 3401 34.07
7432 4041 189.53
7432 6096 59.67
7433 1633 57.58
7433 1634 56.01
7433 288 158.22
7434 7813 192.71
7435 2848 104.61
7436 4113 49.80
7437 4113 38.93
7438 1368 46.58
7439 7442 39.32
7439 1890 10.13
7439 1891 79.27
7440 1278 2.49
7440 2103 292.07
7440 7441 206.36
7441 7440 206.36
7442 6365 6.56
7442 7439 39.32
7442 753 132.45
7443 5004 113.98
7443 5003 68.56
7443 2685 155.27
7444 5378 168.72
7445 3403 10.01
7445 3457 90.56
7445 3404 45.90
7446 3803 14.60
7446 3404 81.49
7446 4021 113.13
7447 1124 69.99
7448 1029 69.93
7449 79 22.23
7449 3934 114.51
7449 3933 122.01
7450 3935 43.99
7450 3779 11.37
7450 3778 196.42
7451 7056 587.26
7451 7452 47.59
7451 6790 31.80
7452 6966 1306.08
7452 6790 34.95
7453 4431 254.64
7454 378 8.11
7454 6099 108.99
7455 1880 6.28
7455 1745 49.56
7456 7459 29.76
7456 7457 132.46
7456 6968 259.17
7456 7458 44.44
7457 6881 230.15
7457 7456 132.46
7457 6968 291.29
7458 7456 44.44
7458 5390 117.46
7459 7456 29.76
7459 7458 40.75
7459 5598 165.48
7460 4445 80.20
7460 4446 25.99
7460 741 114.73
7461 1750 67.87
7462 1751 67.54
7463 4576 54.51
7463 4575 8.15
7463 2085 89.23
7464 4854 16.64
7465 808 30.15
7466 7377 60.64
7466 267 19.75
7466 7467 21.46
7467 267 25.12
7467 3108 253.26
7467 7466 21.46
7468 7469 182.45
7469 986 179.62
7469 7468 182.45
7469 5083 73.86
7470 2610 227.50
7470 5452 143.90
7470 4845 207.98
7471 7872 91.52
7472 4378 32.47
7473 720 129.61
7473 1472 4.46
7473 1471 84.97
7474 721 4.90
7474 5308 69.29
7475 5599 19.06
7476 1720 266.43
7477 7478 35.94
7477 1998 394.42
7478 1328 66.81
7478 1334 348.59
7478 7477 35.94
7479 2275 334.96
7479 4991 63.48
7479 7480 34.38
7481 2280 17.80
7482 3986 286.89
7483 5729 8.23
7483 5014 311.59
7483 4958 107.16
7484 4292 108.63
7484 3668 15.15
7484 4827 168.20
7485 6048 37.60
7485 6303 34.35
7485 7486 49.39
7486 6048 47.36
7486 1435 6.52
7486 7485 49.39
7487 1039 4.18
7487 4150 168.80
7487 1038 94.51
7488 4827 88.42
7489 4828 44.59
7490 1035 27.85
7491 3088 8.97
7491 7492 27.16
7491 3089 261.62
7492 3088 26.03
7492 1166 20.19
7493 7494 70.72
7494 3188 14.52
7494 1165 457.93
7494 7493 70.72
7495 1349 226.16
7495 4344 35.25
7495 4349 49.75
7496 7498 258.21
7496 2054 134.49
7496 7497 60.47
7497 7496 60.47
7497 3089 565.60
7497 8468 161.94
7498 7496 258.21
7499 5176 158.10
7500 5564 11.21
7500 2629 55.75
7500 5318 115.91
7501 1998 6.59
7501 3666 274.65
7501 3079 202.25
7502 989 41.26
7502 8316 530.86
7503 2894 36.75
7504 5394 59.44
7504 5286 16.05
7504 754 51.18
7505 746 83.88
7506 3433 20.59
7507 5868 16.58
7508 683 315.04
7509 8632 8.53
7509 8633 57.66
7510 416 119.73
7510 6800 270.89
7510 415 33.56
7510 707 269.90
7511 4341 145.90
7512 4341 151.10
7513 2584 84.23
7513 5996 178.17
7513 8878 67.57
7514 8495 124.02
7515 3947 308.06
7515 6809 125.54
7515 8899 75.43
7516 5932 150.17
7517 5477 58.39
7518 5503 157.73
7519 7522 464.82
7519 8605 349.25
7519 8606 245.42
7519 7520 78.21
7520 7519 78.21
7520 6829 82.62
7520 6835 528.72
7520 119 310.61
7521 6835 62.82
7521 7523 49.37
7521 8613 129.75
7521 6843 436.85
7522 7519 464.82
7523 7521 49.37
7524 3951 23.65
7524 3952 159.19
7524 3952 159.19
7525 6049 74.84
7526 1400 6.38
7526 1399 140.60
7526 1289 74.68
7527 7529 13.04
7527 8650 106.68
7528 7532 43.00
7529 5923 10.03
7529 7256 239.86
7530 7531 69.17
7531 7530 69.17
7531 7529 93.41
7532 7528 43.00
7532 7531 107.26
7533 6792 61.47
7534 6933 44.73
7534 6793 232.10
7534 6792 11.52
7535 7533 30.66
7535 6790 27.10
7536 836 5.91
7536 835 102.67
7536 7540 83.18
7537 5097 181.93
7537 1043 104.68
7537 4890 38.78
7537 4889 54.61
7538 7539 102.02
7538 4915 7.03
7538 6069 70.25
7539 4893 74.12
7539 4894 64.67
7540 2857 5.44
7540 7536 83.18
7540 4892 104.89
7541 7545 42.02
7542 4752 19.49
7542 7541 11.36
7543 1867 9.32
7543 220 72.68
7543 8145 137.42
7544 7542 39.44
7545 7544 11.50
7545 7546 11.82
7546 7544 10.12
7546 1923 33.37
7547 2299 65.65
7547 2323 34.65
7547 7829 285.19
7548 305 166.44
7548 2294 59.11
7548 306 156.72
7549 1941 96.59
7550 2622 66.45
7551 107 15.60
7552 5616 140.96
7552 181 2.11
7552 5133 46.05
7553 5098 241.02
7553 67 125.53
7554 3842 105.98
7554 8961 18.19
7554 7556 577.43
7555 3844 56.23
7556 7554 577.43
7556 2042 179.44
7556 9065 120.59
7557 7559 171.38
7558 7559 69.13
7559 7558 69.13
7559 7557 171.38
7559 9024 22.50
7560 5966 5.03
7560 2578 73.71
7561 8353 53.21
7561 8354 97.71
7561 4583 84.83
7562 6720 93.89
7562 3200 8.79
7562 5208 74.40
7563 4600 44.08
7564 909 41.75
7565 2571 37.54
7565 3700 190.41
7566 5774 34.42
7566 1679 58.25
7567 7565 50.21
7567 2571 34.04
7568 738 78.48
7569 4734 11.06
7569 4733 160.18
7569 1788 50.27
7570 5905 124.38
7570 4785 82.16
7571 3019 169.90
7572 2524 118.04
7573 6563 822.41
7573 6343 459.18
7573 7397 45.70
7574 7397 36.96
7575 2040 114.37
7575 5205 87.73
7575 2038 84.84
7576 7785 233.58
7577 4884 56.36
7577 4883 109.58
7577 7578 103.74
7578 1716 153.73
7578 1282 65.50
7578 7577 103.74
7579 3244 153.13
7579 7580 247.16
7580 1780 68.55
7580 1667 535.06
7580 2189 166.46
7580 7579 247.16
7581 7582 40.81
7582 7581 40.81
7582 3713 49.47
7583 7584 29.92
7583 6909 30.69
7584 6911 19.92
7584 6909 28.78
7585 1397 39.40
7585 3393 79.95
7585 6158 34.91
7586 6081 44.59
7587 3393 46.19
7587 6158 84.71
7587 51 47.64
7588 1006 43.73
7588 3164 172.75
7588 3163 134.16
7589 7591 38.13
7589 7122 28.78
7590 6160 45.74
7591 7147 31.23
7591 7122 25.52
7592 4492 210.66
7592 8883 28.08
7592 3179 71.63
7593 6108 174.07
7594 1607 155.95
7595 1762 59.23
7596 150 143.16
7597 8753 127.43
7597 1601 182.00
7598 4493 85.92
7599 8753 17.55
7599 7597 127.11
7600 1603 83.18
7601 7603 114.17
7601 7606 19.59
7602 3923 83.35
7603 7601 114.17
7604 7609 35.24
7604 7612 68.77
7604 7608 113.16
7604 7606 113.44
7605 7614 62.44
7605 7608 12.45
7606 7611 13.28
7606 7604 113.44
7607 7611 29.28
7608 6882 20.35
7608 7604 113.16
7609 7604 35.24
7610 3634 19.68
7610 4375 86.54
7611 7607 29.28
7611 7601 10.72
7612 7604 68.77
7613 7968 31.78
7613 2498 141.51
7613 104 8.41
7614 7605 62.44
7615 7146 29.55
7615 1704 20.81
7616 370 66.34
7617 5240 98.57
7618 1842 96.76
7619 7626 12.01
7619 81 59.13
7619 8986 149.77
7620 1125 190.51
7620 1125 190.51
7620 4556 246.31
7621 5835 72.43
7621 5019 106.15
7621 1125 263.30
7622 6364 78.40
7622 4660 44.85
7622 7624 91.75
7623 1417 181.54
7623 8973 199.30
7623 5709 204.02
7624 7622 91.75
7625 5395 41.41
7626 7619 12.01
7626 80 24.57
7627 6588 39.44
7628 80 15.86
7628 7626 28.60
7628 3920 314.55
7629 7615 43.72
7629 7146 46.27
7630 1451 111.45
7631 3202 215.63
7632 80 20.03
7632 1653 3.97
7632 1260 30.16
7633 3225 32.92
7633 3224 30.16
7633 6695 54.88
7634 3224 9.41
7635 3224 56.04
7636 3032 182.57
7636 7636 0.00
7637 7638 66.78
7637 3032 205.31
7638 1661 22.06
7638 7637 66.78
7639 2070 34.46
7640 2008 73.74
7641 2006 167.05
7642 7644 125.78
7642 7747 219.71
7643 2360 143.88
7644 4207 111.12
7644 7642 125.78
7645 7646 166.26
7645 5255 60.92
7646 7645 166.26
7646 1459 58.83
7647 6721 210.72
7648 4269 75.39
7648 463 22.30
7648 462 79.08
7649 7104 50.13
7649 7088 164.36
7650 6119 8.54
7651 8750 11.15
7651 8630 704.08
7652 7054 12.13
7652 7055 333.60
7652 115 221.43
7653 6699 39.90
7653 7214 80.23
7654 7220 44.81
7654 5568 40.98
7655 8535 59.06
7655 7243 49.86
7656 6634 181.88
7656 7657 26.36
7657 9000 9.65
7657 8531 91.27
7657 7656 26.36
7658 7656 27.92
7658 7657 27.28
7659 4952 79.87
7659 4064 95.20
7659 2379 142.34
7660 8269 161.43
7660 7663 15.86
7661 7660 22.36
7661 3003 219.56
7662 7661 9.73
7662 5027 106.11
7663 1267 196.26
7663 7662 17.01
7664 4694 309.96
7664 3624 117.66
7664 7830 75.00
7665 2996 28.69
7665 7825 22.82
7665 5915 91.75
7666 7667 44.00
7666 4005 117.94
7667 339 38.11
7667 296 110.59
7667 7666 44.00
7668 300 101.80
7668 7669 74.09
7668 8173 155.68
7669 3181 127.47
7669 8872 182.79
7669 7668 74.09
7669 8731 152.77
7670 893 171.28
7670 8923 395.21
7670 797 34.84
7671 118 72.15
7671 118 72.15
7671 3977 169.40
7672 3978 48.77
7672 3977 21.83
7672 7674 31.10
7673 1816 79.48
7673 3977 30.97
7674 7675 4.18
7674 3977 23.08
7675 7674 4.18
7675 7673 34.97
7676 3115 41.61
7676 3114 107.04
7676 6104 32.49
7677 6570 178.32
7677 3806 204.80
7677 5548 94.85
7678 8824 6.17
7678 8747 135.21
7679 7362 8.35
7679 7365 137.92
7680 4153 62.79
7681 7682 24.62
7682 7681 24.62
7682 4153 47.25
7682 9036 310.00
7683 7683 0.00
7683 7683 0.00
7683 6949 1169.59
7684 6967 83.55
7684 6943 91.48
7684 8144 31.64
7685 6625 148.25
7686 7687 56.36
7687 1727 54.67
7687 1728 223.32
7687 7686 56.36
7688 148 8.15
7688 1729 68.97
7689 4471 275.19
7690 2749 63.70
7691 1189 16.19
7691 1244 427.21
7691 2298 317.87
7692 7973 126.89
7692 8022 105.28
7693 7973 21.76
7693 6969 91.82
7694 8012 18.25
7694 8013 26.84
7695 1357 213.58
7696 1901 8.76
7696 1644 78.04
7696 1643 71.04
7697 3073 84.03
7698 3073 102.14
7699 3360 285.07
7700 1065 53.91
7700 232 105.39
7701 7207 27.25
7701 7175 22.80
7702 9095 14.39
7703 7704 16.77
7703 7701 15.13
7704 9095 202.88
7705 7703 97.24
7705 7169 151.62
7706 7701 26.32
7706 7704 19.88
7708 334 99.11
7709 5405 169.66
7710 6798 154.74
7710 6798 154.74
7711 4060 5.20
7711 8558 171.44
7711 1548 70.16
7711 4061 76.84
7712 3035 97.86
7713 7155 1034.45
7714 7934 396.78
7714 7713 669.96
7715 7018 242.26
7715 8340 1144.51
7715 9012 537.47
7716 6234 121.02
7717 6905 251.53
7718 6908 148.84
7719 6907 15.36
7719 2546 38.19
7720 5030 28.70
7720 3059 44.29
7721 3137 48.49
7721 3136 265.96
7722 3489 131.76
7722 8409 159.31
7722 8451 47.41
7723 7724 31.82
7723 7725 45.29
7724 7725 19.81
7724 7727 25.67
7725 7726 19.12
7726 6787 31.83
7727 6764 8.18
7727 7730 19.53
7728 7726 27.07
7728 7727 30.73
7729 7731 27.61
7729 6785 78.59
7730 7030 139.78
7730 6764 20.61
7731 7341 105.62
7731 6783 89.06
7731 6788 111.54
7731 7729 27.61
7732 2879 21.74
7732 2029 112.77
7732 2880 84.22
7733 4221 235.23
7733 3093 296.47
7734 7269 42.04
7734 9058 21.25
7735 437 50.72
7736 9097 128.54
7737 2096 287.43
7738 6395 93.68
7739 5988 23.55
7739 3162 78.27
7740 965 132.17
7740 246 43.27
7740 5212 48.75
7741 1712 24.87
7742 4221 148.30
7743 5640 51.56
7743 1709 265.24
7743 5062 185.97
7744 8470 78.37
7744 3092 58.10
7745 5842 105.87
7746 4207 255.75
7746 7909 79.74
7747 2893 54.98
7747 7748 32.06
7747 7642 219.71
7748 1449 62.97
7748 2893 51.38
7749 2851 174.62
7749 5114 284.85
7749 779 108.47
7750 4511 155.26
7750 4657 57.93
7750 5116 78.18
7751 6082 47.30
7751 1558 238.65
7751 4837 117.24
7752 8598 361.74
7752 8707 182.73
7752 6949 508.03
7753 2514 151.51
7754 5589 34.51
7755 8685 306.03
7756 2025 153.94
7757 6617 133.29
7757 3358 211.81
7757 6892 49.09
7758 2282 75.30
7758 2283 28.84
7758 7759 60.81
7759 7072 30.06
7759 7071 74.70
7759 7758 60.81
7760 7070 67.01
7760 7272 200.05
7760 7072 113.75
7761 8656 17.46
7761 7762 61.05
7761 7762 61.05
7762 7761 61.05
7762 7761 61.05
7762 7823 42.82
7763 1464 38.95
7764 1164 488.84
7765 2717 107.75
7766 989 55.14
7767 6411 51.34
7768 87 56.70
7769 2066 83.58
7770 3150 150.27
7770 3149 30.11
7770 8317 121.45
7771 4205 26.95
7772 6383 126.44
7773 3908 110.38
7774 254 227.86
7775 684 60.14
7776 1035 102.07
7776 1333 153.54
7776 1037 141.35
7777 580 65.05
7777 6954 47.72
7777 581 137.91
7778 4757 30.02
7778 5166 83.02
7778 4772 85.16
7779 8902 6.09
7779 7779 0.00
7780 3571 87.11
7780 2340 61.06
7780 2339 53.04
7781 3765 146.51
7782 5692 65.94
7782 4928 269.82
7782 1840 39.43
7783 657 123.22
7784 657 41.49
7784 293 31.40
7785 8203 19.34
7785 7576 233.58
7785 4394 71.94
7786 6667 69.61
7787 2493 47.78
7787 952 54.88
7787 2889 303.77
7788 7789 12.64
7788 7790 10.81
7788 8253 41.33
7789 7788 12.64
7789 7790 8.79
7790 7788 10.81
7790 7789 8.79
7791 5551 357.02
7791 2363 54.70
7792 2363 57.00
7793 7792 69.88
7793 7296 892.06
7794 2363 374.64
7795 6414 18.96
7796 8994 77.09
7796 2068 92.31
7796 1701 209.34
7797 1938 220.78
7798 5254 334.25
7799 7942 688.16
7800 6706 49.45
7800 6705 25.94
7800 7897 44.42
7801 6579 204.22
7801 5553 179.71
7801 8876 12.85
7802 4438 164.60
7802 8030 53.86
7803 2970 113.30
7804 3170 54.59
7804 2237 76.23
7805 3557 105.07
7806 2219 279.46
7807 205 82.38
7808 2166 116.68
7809 771 22.96
7810 4507 70.39
